TimeStep,"Blacktip Shark|Blacktip shark","Dusky Shark|Dusky shark","Sandbar Shark|Sandbar shark","Large Coastal Sharks|Large coastal sharks","Large Oceanic Sharks|Large oceanic sharks","Atlantic Sharpnose Shark|Atlantic sharpnose shark","Small Coastal Sharks|Small coastal sharks","Yellowfin Tuna|Yellowfin tuna","Bluefin Tuna|Bluefin tuna","Other Tunas|Other tunas",Billfish|Billfish,Swordfish|Swordfish,"Pelagic Coastal Piscivores|Pelagic coastal piscivores",Amberjack|Amberjack,Cobia|Cobia,"King Mackerel (1+)|King mackerel (1+yr)","Spanish Mackerel (0-1)|Spanish mackerel (0-1yr)","Spanish Mackerel (1+)|Spanish mackerel (1+yr)",Skates-rays|Skates-rays,"Gag grouper (0-3yr)|Gag grouper (0-3yr)","Gag grouper (3+yr)|Gag grouper (3+yr)","Red grouper (3+yr)|Red grouper (3+yr)","Yellowedge grouper (0-3yr)|Yellowedge grouper (0-3yr)","Yellowedge grouper (3+yr)|Yellowedge grouper (3+yr)","Goliath grouper|Goliath grouper","Deep-water grouper|Deep-water grouper","Shallow-water grouper|Shallow-water grouper","Red snapper (0yr)|Red snapper (0yr)","Red snapper (1-2yr)|Red snapper (1-2yr)","Red snapper (3+yr)|Red snapper (3+yr)","Vermilion snapper|Vermilion snapper","Mutton snapper|Mutton snapper","Other snapper|Other snapper","Inshore coastal piscivores|Inshore coastal piscivores","Sea trout|Sea trout","Oceanic piscivores|Oceanic piscivores","Benthic piscivores|Benthic piscivores","Reef piscivores|Reef piscivores","Reef invertebrate feeders|Reef invertebrate feeders","Demersal coastal invertebrate feeders|Demersal coastal invertebrate feeders","Red drum|Red drum","Benthic coastal invertebrate feeders|Benthic coastal invertebrate feeders",Tilefish|Tilefish,"Gray triggerfish|Gray triggerfish","Coastal omnivores|Coastal omnivores","Reef omnivores|Reef omnivores","Surface pelagics|Surface pelagics",Sardine-herring-scad|Sardine-herring-scad,"Menhaden (0yr)|Menhaden (0yr)","Menhaden (1yr)|Menhaden (1yr)","Menhaden (2yr)|Menhaden (2yr)","Menhaden (3yr)|Menhaden (3yr)","Menhaden (4yr)|Menhaden (4yr)",Anchovy-silverside-killifish|Anchovy-silverside-killifish,Mullet|Mullet,Butterfish|Butterfish,Cephalopod|Cephalopod,"Pink shrimp|Pink shrimp","Brown shrimp|Brown shrimp","White shrimp|White shrimp",Crab|Crab,"Sessile epifauna|Sessile epifauna","Mobile epifauna|Mobile epifauna"
201,4.088766E-05,0.0007753079,0.000237034,0.0005872622,2.457113E-05,0.0004408664,5.527036E-05,0.004688121,7.456367E-06,0.01999569,0.0008864406,0.006580299,0.002738251,0.002212662,0.001618402,0.006145656,4.336257E-07,1.197212E-05,0.0001352546,3.658997E-05,0.0009731176,0.002801481,1.356498E-09,0.0003812916,1.270708E-05,0.001619574,0.002044292,9.550288E-09,0.0001455375,0.009882437,0.003359757,0.00133488,0.0004403015,0.0007304236,0.03235514,0.001037103,0.0005845824,0.001473043,0.0002506467,0.04705069,0.003172946,0.003670623,7.281802E-05,0.0007154257,0.1403267,1.746067E-05,0.0001373625,0.0002673309,0.001648657,0.4147169,0.3345989,0.07737835,0.02022439,6.039078E-08,0.003177919,0.0002589388,0.001143298,0.191545,0.07941347,0.09514927,0.09962223,0.01057241,0.02927624
202,4.081256E-05,0.0007701988,0.0002362137,0.0005872334,2.456404E-05,0.0004414071,5.520379E-05,0.004696209,7.415251E-06,0.02002692,0.0008792215,0.006550875,0.00238086,0.002207942,0.001611966,0.006311044,3.900312E-07,9.974499E-06,0.0001354373,3.757926E-05,0.0009832552,0.002784302,1.357554E-09,0.0003824496,1.242724E-05,0.001619964,0.001997066,6.333936E-09,0.0001295579,0.009590649,0.003373089,0.001360021,0.000463285,0.0006710263,0.03192847,0.001082629,0.000579114,0.001500829,0.0002481449,0.04531131,0.003020046,0.003509849,7.354089E-05,0.0007239656,0.1419151,1.774691E-05,0.000136684,0.0002614047,0.001910607,0.3662531,0.2840302,0.07104938,0.01865604,4.260401E-08,0.002559172,0.0002298542,0.001158484,0.2507311,0.07931061,0.09276334,0.1007857,0.009625605,0.02953123
203,4.072128E-05,0.0007653823,0.000234961,0.0005874567,2.455864E-05,0.0004424085,5.514587E-05,0.004695178,7.433646E-06,0.02001525,0.0008796938,0.006547689,0.002427866,0.002206347,0.001618644,0.006468304,4.628659E-07,1.408491E-05,0.0001354939,3.97263E-05,0.0009735964,0.002928308,1.35486E-09,0.0003836956,1.310726E-05,0.001620704,0.002080967,4.590038E-08,0.0001325831,0.009891201,0.003400786,0.00138479,0.0004823268,0.0006678434,0.03161686,0.0009380159,0.0005729773,0.001515604,0.0002475436,0.04571785,0.00302015,0.003503518,7.406398E-05,0.0007302661,0.14148,1.743775E-05,0.0001378698,0.000236587,0.002003362,0.4020363,0.4216651,0.08359112,0.02018719,5.27618E-08,0.00276023,0.0002307656,0.001168444,0.3118807,0.08689806,0.09002055,0.0992383,0.009614556,0.02956626
204,4.067323E-05,0.0007608546,0.0002335113,0.0005877743,2.455502E-05,0.0004434558,5.50925E-05,0.004689341,7.483572E-06,0.01998935,0.00088294,0.006558086,0.002666382,0.002204451,0.001635043,0.006595692,5.587495E-07,1.708194E-05,0.0001355065,3.97913E-05,0.000964296,0.003085184,1.351633E-09,0.0003846867,1.427214E-05,0.001621761,0.002182734,6.40521E-08,0.0001570123,0.01016821,0.003439736,0.001408041,0.0004948812,0.0006831985,0.03137054,0.0008367263,0.0005679878,0.001518983,0.0002495376,0.04682153,0.003091572,0.003572733,7.437789E-05,0.0007339803,0.140508,1.693358E-05,0.0001393023,0.0002184985,0.001884502,0.4530251,0.5414931,0.09541135,0.02193177,7.587872E-08,0.003255947,0.0002412538,0.001168433,0.3502176,0.09121954,0.08917973,0.09694406,0.01016786,0.02948482
205,3.393266E-05,0.0008726304,0.0001814583,0.0005882096,1.904116E-05,0.0004650513,5.505553E-05,0.00468184,7.534641E-06,0.01995995,0.0008870018,0.006573671,0.002916279,0.001854906,0.00194401,0.006455326,7.375637E-07,1.747934E-05,0.0001355518,3.875889E-05,0.0009690881,0.003347276,1.347967E-09,0.0005048524,4.298461E-05,0.001622817,0.002154026,5.557742E-08,0.0003255914,0.01167412,0.004614057,0.001074412,0.0004834578,0.0007068423,0.031326,0.000809619,0.0005660749,0.001495579,0.0002518841,0.04811555,0.003193369,0.003696523,0.0001142535,0.0006734813,0.1399444,1.655263E-05,0.0001408911,0.0002157327,0.001650331,0.464461,0.5670735,0.09804741,0.02261787,1.02187E-07,0.003804965,0.0002551619,0.001161284,0.2603707,0.09029939,0.1114263,0.07977716,0.01092642,0.029436
206,3.407371E-05,0.0008667788,0.0001815417,0.0005887459,1.903782E-05,0.0004669164,5.504019E-05,0.004674899,7.576893E-06,0.01993884,0.0008912919,0.006590943,0.003167931,0.001861201,0.001914833,0.006163734,8.422167E-07,1.798273E-05,0.0001356887,3.719594E-05,0.0009655652,0.003292912,1.343994E-09,0.0005062065,4.332616E-05,0.001623594,0.002078843,4.314426E-08,0.0003440394,0.0117391,0.004587946,0.001076821,0.000456498,0.0007346729,0.03143897,0.0008112068,0.0005677787,0.001461338,0.0002506008,0.04928647,0.003308426,0.003827948,0.0001144204,0.0006768069,0.1398691,1.636599E-05,0.0001407217,0.0002227985,0.001572365,0.4448182,0.5203235,0.0913708,0.02261619,1.093268E-07,0.00409918,0.0002667673,0.001150927,0.1897101,0.08729123,0.1128034,0.07948767,0.01174135,0.02950603
207,3.425072E-05,0.0008606546,0.0001820511,0.0005893596,1.903416E-05,0.0004686672,5.50444E-05,0.004669871,7.609841E-06,0.01992638,0.0008954408,0.006608299,0.003350874,0.00187021,0.001888166,0.005837284,9.398032E-07,1.844929E-05,0.0001358575,3.534283E-05,0.0009590305,0.003210246,1.339284E-09,0.0005057201,4.313374E-05,0.001623926,0.002017937,3.30748E-08,0.0003477237,0.01177905,0.004527509,0.001069124,0.0004227731,0.0007636184,0.03152546,0.0008215829,0.0005715205,0.001424414,0.000248206,0.05070626,0.003425056,0.00398361,0.000114302,0.0006805228,0.1395407,1.628846E-05,0.0001403433,0.0002340199,0.001662478,0.4072131,0.459284,0.08239184,0.02195706,1.160197E-07,0.004415024,0.0002800087,0.001139636,0.1177492,0.0841188,0.115592,0.07948323,0.01252588,0.0296248
208,3.44015E-05,0.0008544491,0.0001825267,0.0005899305,1.90285E-05,0.0004702776,5.50421E-05,0.004667284,7.635676E-06,0.01991397,0.000899022,0.006624892,0.003435823,0.001880606,0.001891157,0.005772941,9.829724E-07,1.912296E-05,0.0001359425,3.654535E-05,0.0009488941,0.003297769,1.334287E-09,0.0005050487,4.507662E-05,0.001623763,0.002097126,3.094295E-08,0.0003544714,0.01185247,0.004472292,0.001067266,0.000404506,0.0007909322,0.03140605,0.0008272171,0.0005749395,0.001404836,0.0002479148,0.05221133,0.00353297,0.004120379,0.0001141066,0.0006843187,0.1382716,1.619062E-05,0.0001413206,0.0002435999,0.001853948,0.403173,0.5523884,0.08918423,0.02317145,1.327702E-07,0.004924932,0.0002897082,0.001128381,0.08688293,0.08790693,0.1200471,0.07901093,0.0132081,0.02956976
209,3.459149E-05,0.0008485507,0.0001830915,0.0005906466,1.902148E-05,0.0004721119,5.505596E-05,0.004666888,7.657603E-06,0.01990475,0.0009023936,0.006640755,0.003523687,0.00189053,0.001909376,0.005862085,1.053476E-06,1.974557E-05,0.0001359802,3.841919E-05,0.0009408675,0.003424478,1.329018E-09,0.0005042802,4.807458E-05,0.001623119,0.002236917,2.859009E-08,0.0003594158,0.01191606,0.004429989,0.001070645,0.0004000684,0.00081822,0.03122796,0.0008372707,0.0005786478,0.001403134,0.0002496771,0.05379435,0.003638526,0.004241791,0.0001137669,0.0006878751,0.1364792,1.607988E-05,0.0001425323,0.0002532069,0.001865392,0.4211192,0.6552777,0.0968301,0.02470885,1.506628E-07,0.005468306,0.0003007348,0.001117622,0.104759,0.09109462,0.1259478,0.07826564,0.01380959,0.02943682
210,3.475845E-05,0.0008426911,0.0001835049,0.0005912604,1.901339E-05,0.0004735773,5.506961E-05,0.004668585,7.675868E-06,0.01989887,0.0009056431,0.006656009,0.003709295,0.001898405,0.001936598,0.006071415,1.170731E-06,1.88445E-05,0.0001359936,4.105669E-05,0.0009377974,0.003541784,1.323574E-09,0.0005034394,5.113973E-05,0.001622032,0.002388957,2.483364E-08,0.0003560447,0.01196087,0.004402997,0.00108214,0.0004132214,0.0008208169,0.0310241,0.0008591495,0.0005833961,0.001420247,0.0002547568,0.0547535,0.00365364,0.004194541,0.0001134662,0.0006908935,0.1349649,1.599882E-05,0.0001435792,0.0002634575,0.00170667,0.4497426,0.7469401,0.1041467,0.02644401,1.682449E-07,0.005791624,0.0003076028,0.001110275,0.1629732,0.09143341,0.1325012,0.07762714,0.01392171,0.02932431
211,3.478668E-05,0.0008365991,0.0001840195,0.0005916146,1.900447E-05,0.0004737003,5.506526E-05,0.004677181,7.682552E-06,0.01991784,0.0009082188,0.006670239,0.003828728,0.001904177,0.001961394,0.006283673,1.018568E-06,1.59866E-05,0.0001360484,4.358941E-05,0.0009509844,0.003583522,1.318458E-09,0.0005025622,5.194193E-05,0.001620732,0.002442328,1.92119E-08,0.0003348167,0.01190519,0.004388123,0.001097619,0.0004376314,0.0007843188,0.03083348,0.0009031713,0.0005885691,0.001447658,0.0002585181,0.05432959,0.003551979,0.004040336,0.0001132312,0.0006938835,0.1350996,1.613007E-05,0.0001448032,0.0002734906,0.001579107,0.4439263,0.7325931,0.1041397,0.02722516,1.380017E-07,0.00525997,0.0003088909,0.001112352,0.2379687,0.09016033,0.1337988,0.07783502,0.01318409,0.02954994
212,3.462629E-05,0.0008302261,0.000184599,0.000591707,1.899532E-05,0.0004725463,5.504764E-05,0.004698654,7.56721E-06,0.0199903,0.0008973032,0.006657745,0.003324353,0.001913948,0.00193272,0.006395834,6.845129E-07,1.326348E-05,0.0001362313,4.428681E-05,0.0009675613,0.003523754,1.321038E-09,0.0005017542,5.071329E-05,0.001619937,0.002382414,1.338379E-08,0.0003072611,0.01150559,0.004350455,0.00111594,0.0004565243,0.0007283416,0.03061431,0.0009405523,0.0005853209,0.001470234,0.0002572883,0.0529061,0.00340258,0.0038832,0.0001130946,0.0007001904,0.1363846,1.673196E-05,0.0001417523,0.0002654695,0.00162231,0.4038128,0.6178316,0.09402419,0.02573826,1.030386E-07,0.004485914,0.0003013805,0.001124196,0.2930163,0.08758415,0.1304128,0.07911707,0.01222694,0.02890207
213,3.448037E-05,0.0008240021,0.0001852396,0.000591695,1.898732E-05,0.0004711346,5.501386E-05,0.004723075,7.405869E-06,0.02006153,0.0008813425,0.006609166,0.002831555,0.001926431,0.001902366,0.006485533,4.554875E-07,1.078164E-05,0.0001364692,4.504606E-05,0.0009813936,0.003461082,1.326186E-09,0.0005014382,4.89715E-05,0.001619822,0.00229222,9.188835E-09,0.0002769035,0.01105826,0.004272083,0.001135827,0.0004730331,0.0006699789,0.03035342,0.0009870267,0.0005767548,0.001490528,0.0002523676,0.0510971,0.003241963,0.003728628,0.0001130422,0.0007074359,0.138206,1.737935E-05,0.000137186,0.0002492578,0.001824337,0.3557043,0.4985087,0.0823147,0.02350957,7.350729E-08,0.003700385,0.0002740689,0.001140402,0.3139613,0.08042781,0.1261626,0.08092825,0.0112559,0.02819173
214,3.435439E-05,0.0008178508,0.0001858985,0.0005917341,1.898105E-05,0.0004700389,5.497382E-05,0.004734009,7.403992E-06,0.02010399,0.0008727361,0.006570464,0.002359877,0.00193722,0.00188064,0.006617303,3.914639E-07,8.985324E-06,0.0001366507,4.555212E-05,0.000992337,0.003405328,1.325003E-09,0.0005014013,4.720004E-05,0.001620211,0.002226357,5.998163E-09,0.0002459602,0.01062151,0.004194988,0.001155076,0.0004934437,0.0006149617,0.02997357,0.001036542,0.0005689473,0.0015178,0.0002479239,0.04921606,0.003084717,0.003559569,0.0001130756,0.0007128146,0.1397994,1.777691E-05,0.0001354223,0.0002374378,0.002116401,0.3113215,0.3981522,0.0728345,0.02120415,5.123596E-08,0.002992996,0.0002463191,0.001157018,0.3396951,0.07556947,0.1079935,0.08283684,0.01022237,0.02841312
215,3.421466E-05,0.0008118756,0.0001861608,0.0005917988,1.897732E-05,0.000469132,5.492857E-05,0.004733912,7.448999E-06,0.02009424,0.0008729957,0.006565324,0.002409319,0.001949127,0.001880447,0.006710931,5.019694E-07,1.220617E-05,0.0001366986,4.640932E-05,0.0009857863,0.003495395,1.32104E-09,0.0005013625,4.786108E-05,0.001620987,0.002305236,3.124417E-08,0.0002378503,0.01080404,0.004169635,0.001173398,0.0005116106,0.0006101744,0.02967136,0.0009489549,0.0005647473,0.00153144,0.0002503408,0.0497123,0.003057767,0.003538038,0.0001131015,0.0007158848,0.1393251,1.756606E-05,0.0001362936,0.0002237353,0.002263044,0.3432321,0.4996643,0.08238588,0.02228021,5.821628E-08,0.003144673,0.0002410069,0.001167945,0.3499981,0.08594821,0.09977094,0.08261164,0.01000849,0.02849276
216,3.415262E-05,0.000806335,0.0001862079,0.0005919727,1.897458E-05,0.0004688412,5.488866E-05,0.00472777,7.528844E-06,0.02006834,0.0008765757,0.006574691,0.002655637,0.00196034,0.001891016,0.00667276,6.269897E-07,1.486087E-05,0.0001367034,4.490176E-05,0.0009759535,0.003611479,1.317397E-09,0.0005011064,5.038576E-05,0.001622083,0.002367657,5.014917E-08,0.0002694199,0.01103505,0.004168804,0.001188534,0.0005154759,0.0006246365,0.02947017,0.0008663828,0.0005620308,0.00152117,0.0002553764,0.05099265,0.003120828,0.003613764,0.0001130673,0.0007167525,0.1385854,1.709046E-05,0.0001377926,0.0002125173,0.00222853,0.3857917,0.6063063,0.09172897,0.02369583,8.076155E-08,0.003641125,0.0002438248,0.001166831,0.3257181,0.09147959,0.09682628,0.08175193,0.01048233,0.02845062
217,4.013342E-05,0.0009077659,0.0001785219,0.0005923238,2.00838E-05,0.0005495916,5.487595E-05,0.004719915,7.602426E-06,0.02004069,0.0008810509,0.00658865,0.002954284,0.001597918,0.001288801,0.005824832,7.865406E-07,1.457867E-05,0.0001367768,4.244507E-05,0.001248784,0.002833554,1.314044E-09,0.000470243,5.450863E-05,0.001623128,0.002318372,4.381679E-08,0.0001670873,0.009427906,0.003155584,0.001343183,0.0004947808,0.0006480461,0.02949418,0.0008495357,0.0005619172,0.001489383,0.0002561541,0.05183661,0.00321984,0.00371889,0.0001001596,0.0006905267,0.1384959,1.6751E-05,0.0001392141,0.0002143129,0.002134874,0.330567,0.5383881,0.08376079,0.02160236,9.938109E-08,0.003973708,0.0002497525,0.001159618,0.3200149,0.131891,0.1146066,0.08544549,0.01120481,0.02847778
218,4.037348E-05,0.0009012015,0.0001792134,0.0005928924,2.008074E-05,0.0005503401,5.490692E-05,0.004712889,7.661196E-06,0.0200233,0.0008855748,0.006603946,0.003159843,0.001613748,0.001270973,0.005486629,9.039558E-07,1.559326E-05,0.000136947,3.931094E-05,0.001230566,0.002769323,1.310517E-09,0.0004694881,5.406567E-05,0.001623857,0.002231403,3.337399E-08,0.0001715794,0.009569235,0.003190991,0.001315491,0.0004583896,0.0006748639,0.02956958,0.0008632214,0.0005646952,0.001447877,0.0002525244,0.05300948,0.003332119,0.003863583,0.0001001254,0.0006911883,0.1382789,1.658701E-05,0.0001385936,0.0002243449,0.002150713,0.3149525,0.4668405,0.07945211,0.02053267,1.046978E-07,0.004210206,0.0002521609,0.001149832,0.1815287,0.09799154,0.1160186,0.08520765,0.01196866,0.02860664
219,4.07227E-05,0.0008946931,0.0001803312,0.0005936193,2.007713E-05,0.0005512577,5.497946E-05,0.004707915,7.706687E-06,0.0200171,0.000889874,0.0066194,0.003293874,0.001631702,0.001247367,0.005113506,9.670999E-07,1.643538E-05,0.0001371783,3.513799E-05,0.001210576,0.002671447,1.307098E-09,0.000469011,5.298015E-05,0.001624134,0.002132981,2.330621E-08,0.0001687202,0.009707296,0.003205398,0.001267481,0.000416376,0.0007031726,0.02962009,0.000896978,0.0005685139,0.001404032,0.0002459522,0.05426965,0.003447361,0.004031642,0.0001000205,0.0006924144,0.1374146,1.65291E-05,0.0001370874,0.0002368186,0.002278018,0.2910326,0.3844813,0.07097279,0.01861959,1.096002E-07,0.004448982,0.00025876,0.001139748,0.08195458,0.08906467,0.1193065,0.0850524,0.01269783,0.02879861
220,4.105601E-05,0.0008883829,0.000181316,0.0005944864,2.007322E-05,0.0005519706,5.506874E-05,0.004705464,7.741948E-06,0.02001392,0.0008934645,0.006634432,0.003381992,0.001651306,0.001248998,0.00480231,9.952547E-07,1.738619E-05,0.0001373916,3.171946E-05,0.001174887,0.00257844,1.303654E-09,0.0004684691,5.200628E-05,0.001623931,0.002062059,1.830667E-08,0.0001635893,0.00986042,0.003207798,0.001221209,0.000377957,0.0007300262,0.0295624,0.0009206714,0.000571976,0.001356439,0.0002381261,0.05611204,0.003557799,0.004208751,9.975924E-05,0.0006942173,0.1360907,1.651217E-05,0.0001373646,0.0002466856,0.002273049,0.292606,0.322887,0.06612474,0.01713434,1.226723E-07,0.004875463,0.0002679627,0.001130246,0.04223432,0.09104972,0.1241858,0.08464033,0.01334989,0.02894497
221,4.120307E-05,0.0008817727,0.0001820411,0.0005953301,2.006831E-05,0.0005510069,5.513382E-05,0.004705351,7.769922E-06,0.02000901,0.0008967798,0.006648778,0.00350329,0.001670968,0.001276378,0.004889153,1.054916E-06,1.848416E-05,0.0001374947,3.311028E-05,0.001144825,0.00266917,1.300189E-09,0.0004678661,5.412228E-05,0.001623273,0.002163534,2.7094E-08,0.0001708199,0.01005666,0.003250758,0.00120033,0.0003674107,0.0007559863,0.02936107,0.0009165802,0.0005753567,0.001350681,0.0002359039,0.05784057,0.003658446,0.00432963,9.960632E-05,0.0006960825,0.1344358,1.639067E-05,0.0001388491,0.000255475,0.00215278,0.3458638,0.4237198,0.08058344,0.01853662,1.400829E-07,0.005380846,0.0002764088,0.001120736,0.04909383,0.09460142,0.1297568,0.08358009,0.01389973,0.02886831
222,4.125935E-05,0.0008747261,0.000182301,0.0005957343,2.006227E-05,0.0005489312,5.514242E-05,0.004707656,7.790908E-06,0.02000537,0.0009000567,0.006662027,0.003775019,0.001688088,0.001315273,0.005114154,1.149864E-06,1.728804E-05,0.000137551,3.623004E-05,0.001125918,0.002799203,1.296748E-09,0.0004672073,5.693093E-05,0.001622199,0.0022999,2.758664E-08,0.0001742774,0.01022067,0.003310143,0.001201803,0.0003826201,0.0007424285,0.02912726,0.0009353188,0.0005795984,0.001366869,0.0002380757,0.05821083,0.00364181,0.00424564,9.965047E-05,0.0006975376,0.133491,1.629462E-05,0.0001403507,0.0002641296,0.001917263,0.3937184,0.5025893,0.09536628,0.02001997,1.515234E-07,0.005538602,0.0002754436,0.0011168,0.0633656,0.09531961,0.1345268,0.08280422,0.01377201,0.02880216
223,4.100506E-05,0.0008671519,0.0001825945,0.000595716,2.005574E-05,0.0005446706,5.510478E-05,0.004718134,7.775654E-06,0.02000802,0.0008979739,0.006651271,0.00383289,0.001703602,0.001332933,0.005324155,8.747338E-07,1.487395E-05,0.000137663,3.87882E-05,0.001125916,0.002857101,1.295238E-09,0.0004665073,5.67405E-05,0.001621156,0.002297677,2.151698E-08,0.0001679564,0.010189,0.003370052,0.001213074,0.0004055403,0.0006995142,0.02887603,0.000949697,0.0005794054,0.001388587,0.0002381884,0.05725427,0.003523493,0.004092521,9.986419E-05,0.0006994289,0.1339428,1.648348E-05,0.0001413372,0.000264298,0.001683892,0.4035554,0.4673145,0.09943527,0.02029346,1.238536E-07,0.0049521,0.0002660948,0.001122556,0.09272628,0.0936945,0.1294784,0.083045,0.01296929,0.02897622
224,4.072939E-05,0.0008596767,0.000183129,0.0005956054,2.004878E-05,0.000540561,5.506231E-05,0.004738609,7.669016E-06,0.0200474,0.0008865166,0.006608051,0.003745517,0.001721532,0.001339912,0.005487798,6.004939E-07,1.219663E-05,0.0001378556,4.168517E-05,0.001128377,0.002883283,1.299385E-09,0.000466066,5.536403E-05,0.001620632,0.002243654,1.550319E-08,0.0001572776,0.009978078,0.003403677,0.001228691,0.0004272783,0.0006492243,0.02862188,0.0009856084,0.0005742712,0.00140939,0.0002373068,0.05576883,0.003376265,0.003935752,0.00010014,0.0007031689,0.135094,1.700418E-05,0.0001401087,0.0002541488,0.001635422,0.3858382,0.3962844,0.09419728,0.01947519,9.311216E-08,0.004194116,0.0002444438,0.001135013,0.1353174,0.08893751,0.1223447,0.08413314,0.0120804,0.02859932
225,4.05563E-05,0.000852276,0.0001838382,0.0005955502,2.004334E-05,0.0005369282,5.502974E-05,0.004767124,7.49345E-06,0.02012458,0.0008682663,0.006554528,0.002805289,0.001743167,0.001336249,0.005579028,4.010521E-07,1.01645E-05,0.0001381251,4.300636E-05,0.00112891,0.002864589,1.30803E-09,0.0004658776,5.34767E-05,0.001620961,0.002165625,1.05839E-08,0.0001439454,0.009621317,0.003401905,0.001247413,0.0004453767,0.000596985,0.02831176,0.001038444,0.0005676487,0.00142663,0.0002356518,0.05380485,0.003214777,0.003776917,0.0001004438,0.0007092307,0.1366808,1.768428E-05,0.0001358085,0.0002451291,0.001743648,0.3531913,0.3182125,0.08228879,0.01777038,6.776426E-08,0.003455546,0.0002213467,0.001150593,0.1755856,0.08136842,0.10966,0.08588321,0.01110484,0.02809625
226,4.056703E-05,0.0008459964,0.0001850779,0.0005959825,2.003984E-05,0.0005362583,5.504534E-05,0.004775428,7.509204E-06,0.02015331,0.0008638749,0.006538655,0.002502648,0.001761426,0.001339759,0.00572197,3.986452E-07,8.679624E-06,0.0001382977,4.352451E-05,0.001129347,0.00283076,1.307891E-09,0.0004660581,5.162053E-05,0.001621599,0.002161884,6.892092E-09,0.0001295245,0.009399433,0.003391354,0.001265854,0.0004707899,0.0005501986,0.02808508,0.001087187,0.0005602154,0.001460609,0.0002349416,0.05185572,0.003070568,0.003580468,0.0001007866,0.0007125253,0.1371606,1.803067E-05,0.0001354443,0.0002378775,0.001964822,0.3226312,0.2743726,0.07540051,0.01658511,4.86502E-08,0.002799539,0.0002117417,0.001165927,0.2383637,0.08538152,0.08768685,0.08742619,0.009996678,0.0283838
227,4.072948E-05,0.0008406863,0.0001863844,0.0005967616,2.003751E-05,0.0005372568,5.507993E-05,0.004773814,7.584251E-06,0.0201485,0.0008659446,0.006542607,0.002528554,0.001779943,0.001359251,0.005806853,4.785205E-07,1.048315E-05,0.0001383706,4.356283E-05,0.001117029,0.002919222,1.306572E-09,0.0004660914,5.197623E-05,0.001622653,0.002264477,2.153811E-08,0.0001234149,0.009641469,0.003397646,0.001284057,0.0004942071,0.000545351,0.02791333,0.00102395,0.0005532418,0.001484426,0.0002345005,0.05239868,0.003016284,0.003520897,0.000101163,0.000714001,0.1353379,1.782486E-05,0.000136986,0.0002233358,0.001996174,0.348263,0.3527353,0.08448669,0.01764396,4.336311E-08,0.002713764,0.0002146369,0.001178501,0.3081382,0.09414086,0.07925777,0.0872452,0.009433928,0.02851056
228,4.077434E-05,0.0008355613,0.0001869715,0.0005975013,2.003594E-05,0.0005363601,5.50993E-05,0.004766496,7.668535E-06,0.02012994,0.000870525,0.006555628,0.00273179,0.001798013,0.001387181,0.005890718,5.507461E-07,1.350729E-05,0.0001383652,4.371763E-05,0.001095127,0.003049833,1.304756E-09,0.0004660319,5.464681E-05,0.001624086,0.002404618,4.837103E-08,0.0001405828,0.009941041,0.003431913,0.001301431,0.0005117948,0.0005581247,0.02775376,0.0009195416,0.0005475975,0.001496335,0.0002359837,0.05362758,0.003068511,0.003572107,0.0001015045,0.0007134725,0.1335774,1.724732E-05,0.0001386699,0.0002070085,0.001839095,0.3950371,0.4598832,0.09765817,0.01944741,5.902717E-08,0.003153453,0.0002251027,0.001180833,0.3595641,0.09467718,0.07832398,0.08614545,0.009763465,0.02846121
229,1.947913E-05,0.0009082224,0.0001824729,0.0005980273,1.629082E-05,0.00054182,5.508953E-05,0.004756942,7.738133E-06,0.02010715,0.0008756869,0.006571331,0.002956741,0.001653736,0.001774545,0.005214101,6.756222E-07,1.82596E-05,0.0001383328,4.446072E-05,0.0008438027,0.004654557,1.303022E-09,0.0006548819,2.962408E-05,0.00162561,0.002511868,5.377398E-08,0.0001668464,0.009419844,0.004932003,0.001278354,0.0005182241,0.0005770641,0.02764023,0.0008620195,0.0005448142,0.00149181,0.0002404222,0.05516462,0.003158927,0.003673694,0.0001239156,0.0006801483,0.1322948,1.670219E-05,0.0001400979,0.0002038458,0.001655735,0.5713361,0.6421288,0.1328881,0.02589567,8.230661E-08,0.003743045,0.0002326446,0.001174774,0.1878726,0.07424948,0.08802492,0.1027962,0.01044444,0.02831881
230,1.951875E-05,0.0009013946,0.0001826082,0.000598415,1.628962E-05,0.000540261,5.506735E-05,0.004747434,7.791856E-06,0.02008811,0.0008808144,0.006587903,0.003197522,0.001670079,0.001771521,0.005021988,8.368131E-07,1.935907E-05,0.0001383698,4.327343E-05,0.0008386701,0.004567464,1.300894E-09,0.0006551587,3.04796E-05,0.001626877,0.002473586,4.558936E-08,0.000178886,0.009588772,0.004886949,0.001278116,0.0004965736,0.0006004963,0.02770092,0.0008505367,0.0005457919,0.001465226,0.0002407519,0.05655433,0.003269291,0.003811068,0.0001240285,0.0006786076,0.1316423,1.636882E-05,0.0001411062,0.0002097511,0.00159517,0.549849,0.5980123,0.1295139,0.02669199,9.986171E-08,0.004164742,0.0002327815,0.001164414,0.1730405,0.0856147,0.09194234,0.1006103,0.0112342,0.02828339
